Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR17234795,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413913,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,44D-T,PRJNA789050,2021,300,7840124700,2443304288,placenta,R1907320_BKDL190825175-1a,China,Asia,Plant,NA,SL08,44d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,44D-T,R1907320_BKDL190825175-1a,SL08,44d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234796,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413912,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,44D-P,PRJNA789050,2021,300,7296136200,2244182441,pericarp,R1907319_BKDL190825174-1a,China,Asia,Plant,NA,SL08,44d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,44D-P,R1907319_BKDL190825174-1a,SL08,44d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17234797,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413911,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,34D-T,PRJNA789050,2021,300,8616219900,2683775838,placenta,R1907318_BKDL190825173-1a,China,Asia,Plant,NA,SL08,34d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,34D-T,R1907318_BKDL190825173-1a,SL08,34d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234798,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413910,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,34D-P,PRJNA789050,2021,300,8498090700,2707086742,pericarp,R1907317_BKDL190825172-1a,China,Asia,Plant,NA,SL08,34d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,34D-P,R1907317_BKDL190825172-1a,SL08,34d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17234799,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413909,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,24D-T,PRJNA789050,2021,300,7598816400,2343723706,placenta,R1907316_BKDL190825171-1a,China,Asia,Plant,NA,SL08,24d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,24D-T,R1907316_BKDL190825171-1a,SL08,24d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234800,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413908,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,24D-P,PRJNA789050,2021,300,8782390800,2710601028,pericarp,R1907315_BKDL190825170-1a,China,Asia,Plant,NA,SL08,24d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,24D-P,R1907315_BKDL190825170-1a,SL08,24d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17234801,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413907,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,14D-T,PRJNA789050,2021,300,7458105000,2317677519,placenta,R1907314_BKDL190825169-1a,China,Asia,Plant,NA,SL08,14d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,14D-T,R1907314_BKDL190825169-1a,SL08,14d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234802,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413906,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,14D-P,PRJNA789050,2021,300,8021117400,2474586721,pericarp,R1907313_BKDL190825168-1a,China,Asia,Plant,NA,SL08,14d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,14D-P,R1907313_BKDL190825168-1a,SL08,14d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17234803,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413905,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,54D-T,PRJNA789050,2021,300,8007283200,2482650729,placenta,R1907322_BKDL190825177-1a,China,Asia,Plant,NA,SL08,54d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,54D-T,R1907322_BKDL190825177-1a,SL08,54d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234804,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413904,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,54D-P,PRJNA789050,2021,300,7811731800,2425058828,pericarp,R1907321_BKDL190825176-1a,China,Asia,Plant,NA,SL08,54d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,54D-P,R1907321_BKDL190825176-1a,SL08,54d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17234805,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413903,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,4D-T,PRJNA789050,2021,300,8161562400,2532584811,placenta,R1907312_BKDL190825167-1a,China,Asia,Plant,NA,SL08,4d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placenta,4D-T,R1907312_BKDL190825167-1a,SL08,4d,one year,NA,NA,NA,NA,placenta,Placenta,,PRJNA789050,,,,,China,Asia,NA
SRR17234806,HUNAN VEGETABLE RESEARCH INSTITUTE,SRX13413902,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2021,4D-P,PRJNA789050,2021,300,8872743000,2725303064,pericarp,R1907311_BKDL190825166-1a,China,Asia,Plant,NA,SL08,4d,one year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,4D-P,R1907311_BKDL190825166-1a,SL08,4d,one year,NA,NA,NA,NA,pericarp,Pericarp,,PRJNA789050,,,,,China,Asia,NA
SRR17268354,HAINAN UNIVERSITY,SRX13446171,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBb0_1,PRJNA790105,2021,300,6440554500,2094632364,cotyledon,RNA_HNUCBb0_1,China,Asia,Plant,NA,HNUCb226,callus,0d,inbred lines-1,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBb0_1,RNA_HNUCBb0_1,HNUCb226,callus,0d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268355,HAINAN UNIVERSITY,SRX13446170,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa6_3,PRJNA790105,2021,300,6410502300,2094587106,cotyledon,RNA_HNUCBa6_3,China,Asia,Plant,NA,HNUCb81,callus,6d,inbred lines-9,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa6_3,RNA_HNUCBa6_3,HNUCb81,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268356,HAINAN UNIVERSITY,SRX13446169,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa6_2,PRJNA790105,2021,300,6473996700,2107047540,cotyledon,RNA_HNUCBa6_2,China,Asia,Plant,NA,HNUCb81,callus,6d,inbred lines-8,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa6_2,RNA_HNUCBa6_2,HNUCb81,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268357,HAINAN UNIVERSITY,SRX13446168,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa6_1,PRJNA790105,2021,300,7421919900,2407791325,cotyledon,RNA_HNUCBa6_1,China,Asia,Plant,NA,HNUCb81,callus,6d,inbred lines-7,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa6_1,RNA_HNUCBa6_1,HNUCb81,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268358,HAINAN UNIVERSITY,SRX13446167,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa3_3,PRJNA790105,2021,300,6134896500,2003803495,cotyledon,RNA_HNUCBa3_3,China,Asia,Plant,NA,HNUCb81,callus,3d,inbred lines-6,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa3_3,RNA_HNUCBa3_3,HNUCb81,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268359,HAINAN UNIVERSITY,SRX13446166,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa3_2,PRJNA790105,2021,300,6888489300,2252335251,cotyledon,RNA_HNUCBa3_2,China,Asia,Plant,NA,HNUCb81,callus,3d,inbred lines-5,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa3_2,RNA_HNUCBa3_2,HNUCb81,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268360,HAINAN UNIVERSITY,SRX13446165,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb6_3,PRJNA790105,2021,300,6201058200,2043295790,cotyledon,RNA_HNUCCb6_3,China,Asia,Plant,NA,HNUCc16,callus,6d,inbred lines-9,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb6_3,RNA_HNUCCb6_3,HNUCc16,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268361,HAINAN UNIVERSITY,SRX13446164,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb6_2,PRJNA790105,2021,300,6500818500,2118714106,cotyledon,RNA_HNUCCb6_2,China,Asia,Plant,NA,HNUCc16,callus,6d,inbred lines-8,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb6_2,RNA_HNUCCb6_2,HNUCc16,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268362,HAINAN UNIVERSITY,SRX13446163,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb6_1,PRJNA790105,2021,300,6876414900,2229296307,cotyledon,RNA_HNUCCb6_1,China,Asia,Plant,NA,HNUCc16,callus,6d,inbred lines-7,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb6_1,RNA_HNUCCb6_1,HNUCc16,callus,6d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268363,HAINAN UNIVERSITY,SRX13446162,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb3_3,PRJNA790105,2021,300,6432001500,2096401479,cotyledon,RNA_HNUCCb3_3,China,Asia,Plant,NA,HNUCc16,callus,3d,inbred lines-6,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb3_3,RNA_HNUCCb3_3,HNUCc16,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268364,HAINAN UNIVERSITY,SRX13446161,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb3_2,PRJNA790105,2021,300,7095372000,2318840062,cotyledon,RNA_HNUCCb3_2,China,Asia,Plant,NA,HNUCc16,callus,3d,inbred lines-5,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb3_2,RNA_HNUCCb3_2,HNUCc16,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268365,HAINAN UNIVERSITY,SRX13446160,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb3_1,PRJNA790105,2021,300,6567240900,2148813262,cotyledon,RNA_HNUCCb3_1,China,Asia,Plant,NA,HNUCc16,callus,3d,inbred lines-4,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb3_1,RNA_HNUCCb3_1,HNUCc16,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268366,HAINAN UNIVERSITY,SRX13446159,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum baccatum,ILLUMINA,2022,HNUCBa3_1,PRJNA790105,2021,300,6559958700,2150244887,cotyledon,RNA_HNUCBa3_1,China,Asia,Plant,NA,HNUCb81,callus,3d,inbred lines-4,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCBa3_1,RNA_HNUCBa3_1,HNUCb81,callus,3d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
SRR17268367,HAINAN UNIVERSITY,SRX13446158,Illumina HiSeq 2000,PAIRED,other,TRANSCRIPTOMIC,Capsicum chinense,ILLUMINA,2022,HNUCCb0_3,PRJNA790105,2021,300,6847321200,2219221871,cotyledon,RNA_HNUCCb0_3,China,Asia,Plant,NA,HNUCc16,callus,0d,inbred lines-3,pepper,NA,NA,NA,NA,NA,NA,Huang-ying Shu,Zhi-wei Wang,Homozygous type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cotyledon,HNUCCb0_3,RNA_HNUCCb0_3,HNUCc16,callus,0d,Homozygous type,NA,NA,NA,cotyledon,Cotyledon,,PRJNA790105,,,,,China,Asia,NA
